"","site","pollID","ID","observer","date","position","round","plant_position.x","prev_plant_position.x","orig_plant_position","plot","trmnt","prevtrmnt","flowers","wither_flow","frt_removed","fruitID","coll_year","coll_month","coll_day","plant_position.y","prev_plant_position.y","filled_seeds","shriv_seeds","total_seeds","nofert_ovules","abrt_ovules","total_ovules","seed_counter","CHECK_row_sum","CHECK_total_ovules","row_sum_to_total_ratio","state","county","region","ha","latitude","longitude","type","owner","prop.c","poll_ovules"
"100","grohn","200086","32","kmf",2017-08-23,"2","2","gr2","NA","gr2","hi","hp","NA",3,5,20,"800098","2017","9","13","gr2","NA",9,0,9,2,0,11,"adr",11,11,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,9
"101","grohn","200086","32","kmf",2017-08-23,"2","2","gr2","NA","gr2","hi","hp","NA",3,5,20,"800099","2017","9","13","gr2","NA",10,2,12,0,0,12,"adr",12,12,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,12
"102","grohn","200081","31","kmf",2017-08-14,"1","1","gr1","NA","gr1","hi","op","NA",4,15,35,"800100","2017","9","13","gr1","NA",8,0,8,6,0,14,"adr",14,14,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,8
"103","grohn","200091","34","kmf",2017-08-14,"4","1","gr4","NA","gr4","hi","op","NA",6,14,27,"800088","2017","9","13","gr4","NA",10,0,10,2,0,12,"adr",12,12,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,10
"104","grohn","200091","34","kmf",2017-08-14,"4","1","gr4","NA","gr4","hi","op","NA",6,14,27,"800089","2017","9","13","gr4","NA",11,1,12,0,0,12,"adr",12,12,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,12
"105","grohn","200091","34","kmf",2017-08-14,"4","1","gr4","NA","gr4","hi","op","NA",6,14,27,"800090","2017","9","13","gr4","NA",10,0,10,1,0,11,"adr",11,11,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,10
"106","grohn","200110","39","adr",2017-09-07,"9","4","gr9","NA","gr9","hi","op","NA",4,0,3,"800681","2017","9","29","gr9","NA",7,0,7,6,0,13,"",13,13,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,7
"107","grohn","200088","32","adr",2017-09-07,"2","4","gr2","NA","gr2","hi","hp","NA",1,3,2,"800678","2017","9","29","gr2","NA",9,0,9,0,0,9,"",9,9,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,9
"108","grohn","200110","39","adr",2017-09-07,"9","4","gr9","NA","gr9","hi","op","NA",4,0,3,"800679","2017","9","29","gr9","NA",1,0,1,8,0,9,"",9,9,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,1
"109","grohn","200096","35","kmf",2017-08-23,"5","2","gr5","NA","gr5","hi","hp","NA",3,19,20,"800094","2017","9","13","gr5","NA",2,0,2,9,0,11,"adr",11,11,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,2
"110","grohn","200110","39","adr",2017-09-07,"9","4","gr9","NA","gr9","hi","op","NA",4,0,3,"800682","2017","9","29","gr9","NA",1,2,3,9,0,12,"",12,12,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,3
"111","grohn","200081","31","kmf",2017-08-14,"1","1","gr1","NA","gr1","hi","op","NA",4,15,35,"800101","2017","9","13","gr1","NA",7,0,7,8,0,15,"adr",15,15,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,7
"112","grohn","200110","39","adr",2017-09-07,"9","4","gr9","NA","gr9","hi","op","NA",4,0,3,"800680","2017","9","29","gr9","NA",13,0,13,0,0,13,"",13,13,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,13
"113","grohn","200159","57","adr",2017-09-07,"10","4","gr10","gr27","gr27","hi","op","op",3,1,1,"800684","2017","9","29","gr10","gr27",2,0,2,10,0,12,"",12,12,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,2
"114","grohn","200159","57","adr",2017-09-07,"10","4","gr10","gr27","gr27","hi","op","op",3,1,1,"800683","2017","9","29","gr10","gr27",1,1,2,5,0,7,"",7,7,1,"MN","Traverse","west",38.36,45.84275291,-96.51404348,"restoration","Grohn",84,2
"115","howe","200194","68","kmf",2017-08-12,"8","1","ho8","NA","ho8","hi","op","NA",6,8,0,"800540","2017","9","22","ho8","NA",12,0,12,2,0,14,"mc",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"116","howe","200216","75","adr",2017-08-30,"15","3","ho15","NA","ho15","hi","hp","nt",4,0,10,"800172","2017","9","21","ho15","NA",6,0,6,3,0,9,"mc",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"117","howe","200198","69","adr",2017-08-30,"9","3","ho9","NA","ho9","hi","hp","NA",5,2,13,"800180","2017","9","21","ho9","NA",8,3,11,0,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"118","howe","200184","65","kmf",2017-08-12,"5","1","ho5","NA","ho5","hi","op","NA",4,9,3,"800168","2017","9","13","ho5","NA",11,1,12,0,1,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"119","howe","200225","78","adr",2017-09-07,"12","4","ho12","ho18","ho18","hi","hp","hp",4,2,19,"800667","2017","9","29","ho12","ho18",6,0,6,4,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"120","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800651","2017","9","29","ho3","NA",7,0,7,1,0,8,"",8,8,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,7
"121","howe","200198","69","adr",2017-08-30,"9","3","ho9","NA","ho9","hi","hp","NA",5,2,13,"800179","2017","9","21","ho9","NA",11,2,13,0,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"122","howe","200198","69","adr",2017-08-30,"9","3","ho9","NA","ho9","hi","hp","NA",5,2,13,"800181","2017","9","21","ho9","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"123","howe","200194","68","kmf",2017-08-12,"8","1","ho8","NA","ho8","hi","op","NA",6,8,0,"800538","2017","9","22","ho8","NA",13,0,13,0,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"124","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800660","2017","9","29","ho3","NA",8,2,10,0,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"125","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800652","2017","9","29","ho3","NA",7,1,8,1,0,9,"",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,8
"126","howe","200216","75","adr",2017-08-30,"15","3","ho15","NA","ho15","hi","hp","nt",4,0,10,"800173","2017","9","21","ho15","NA",4,3,7,3,0,10,"mc",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,7
"127","howe","200205","71","adr",2017-09-07,"11","4","ho11","NA","ho11","hi","hp","NA",1,0,0,"800666","2017","9","29","ho11","NA",1,0,1,6,0,7,"",7,7,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,1
"128","howe","200236","83","adr",2017-08-30,"7","3","ho7","ho23","ho23","hi","hp","nt",3,0,6,"800183","2017","9","21","ho7","ho23",8,2,10,3,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"129","howe","200194","68","kmf",2017-08-12,"8","1","ho8","NA","ho8","hi","op","NA",6,8,0,"800539","2017","9","22","ho8","NA",14,0,14,0,0,14,"mc",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,14
"130","howe","200199","69","adr",2017-09-07,"9","4","ho9","NA","ho9","hi","hp","NA",5,1,16,"800676","2017","9","29","ho9","NA",1,5,6,5,0,11,"",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"131","howe","200199","69","adr",2017-09-07,"9","4","ho9","NA","ho9","hi","hp","NA",5,1,16,"800677","2017","9","29","ho9","NA",2,1,3,8,0,11,"",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,3
"132","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800654","2017","9","29","ho3","NA",7,0,7,1,0,8,"",8,8,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,7
"133","howe","200236","83","adr",2017-08-30,"7","3","ho7","ho23","ho23","hi","hp","nt",3,0,6,"800184","2017","9","21","ho7","ho23",9,1,10,3,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"134","howe","200236","83","adr",2017-08-30,"7","3","ho7","ho23","ho23","hi","hp","nt",3,0,6,"800185","2017","9","21","ho7","ho23",10,1,11,1,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"135","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800653","2017","9","29","ho3","NA",8,0,8,1,0,9,"",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,8
"136","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800658","2017","9","29","ho3","NA",7,0,7,1,0,8,"",8,8,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,7
"137","howe","200172","62","kmf",2017-08-12,"2","1","ho2","NA","ho2","hi","op","NA",1,9,26,"800163","2017","9","13","ho2","NA",6,0,6,0,7,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"138","howe","200184","65","kmf",2017-08-12,"5","1","ho5","NA","ho5","hi","op","NA",4,9,3,"800165","2017","9","13","ho5","NA",8,0,8,1,3,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"139","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800657","2017","9","29","ho3","NA",8,0,8,1,0,9,"",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,8
"140","howe","200184","65","kmf",2017-08-12,"5","1","ho5","NA","ho5","hi","op","NA",4,9,3,"800167","2017","9","13","ho5","NA",9,1,10,4,0,14,"mc",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"141","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800649","2017","9","29","ho3","NA",9,0,9,0,0,9,"",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,9
"142","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800650","2017","9","29","ho3","NA",6,0,6,3,0,9,"",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"143","howe","200184","65","kmf",2017-08-12,"5","1","ho5","NA","ho5","hi","op","NA",4,9,3,"800166","2017","9","13","ho5","NA",6,2,8,6,0,14,"mc",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,8
"144","howe","200225","78","adr",2017-09-07,"12","4","ho12","ho18","ho18","hi","hp","hp",4,2,19,"800668","2017","9","29","ho12","ho18",9,0,9,1,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,9
"145","howe","200225","78","adr",2017-09-07,"12","4","ho12","ho18","ho18","hi","hp","hp",4,2,19,"800669","2017","9","29","ho12","ho18",0,1,1,8,2,11,"",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,3
"146","howe","200216","75","adr",2017-08-30,"15","3","ho15","NA","ho15","hi","hp","nt",4,0,10,"800174","2017","9","21","ho15","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"147","howe","200210","74","kmf",2017-08-12,"14","1","ho14","NA","ho14","hi","hp","NA",3,7,5,"800327","2017","9","13","ho14","NA",10,1,11,1,1,13,"ar",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"148","howe","200255","89","adr",2017-09-07,"10","4","ho10","ho29","ho29","hi","op","op ",3,0,8,"800672","2017","9","29","ho10","ho29",3,0,3,4,0,7,"",7,7,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,3
"149","howe","200212","74","adr",2017-08-30,"14","3","ho14","NA","ho14","hi","hp","NA",3,0,15,"800175","2017","9","21","ho14","NA",7,0,7,6,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,7
"150","howe","200212","74","adr",2017-08-30,"14","3","ho14","NA","ho14","hi","hp","NA",3,0,15,"800176","2017","9","21","ho14","NA",11,0,11,2,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"151","howe","200250","88","adr",2017-08-30,"13","3","ho13","ho28","ho28","hi","hp","op ",2,1,8,"800177","2017","9","21","ho13","ho28",13,0,13,0,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"152","howe","200204","71","adr",2017-08-30,"11","3","ho11","NA","ho11","hi","hp","NA",1,0,3,"800178","2017","9","21","ho11","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"153","howe","200190","66","adr",2017-08-30,"6","3","ho6","NA","ho6","hi","op","nt",3,1,8,"800194","2017","9","21","ho6","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"154","howe","200190","66","adr",2017-08-30,"6","3","ho6","NA","ho6","hi","op","nt",3,1,8,"800195","2017","9","21","ho6","NA",10,0,10,2,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"155","howe","200190","66","adr",2017-08-30,"6","3","ho6","NA","ho6","hi","op","nt",3,1,8,"800196","2017","9","21","ho6","NA",9,0,9,2,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,9
"156","howe","200251","88","adr",2017-09-07,"13","4","ho13","ho28","ho28","hi","hp","op ",5,0,17,"800637","2017","9","28","ho13","ho28",4,0,4,6,0,10,"mc",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,4
"157","howe","200210","74","kmf",2017-08-12,"14","1","ho14","NA","ho14","hi","hp","NA",3,7,5,"800328","2017","9","13","ho14","NA",14,0,14,0,0,14,"ar",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,14
"158","howe","200169","61","kmf",2017-08-24,"1","2","ho1","NA","ho1","hi","op","NA",1,3,19,"800186","2017","9","21","ho1","NA",12,0,12,1,0,13,"mc",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"159","howe","200170","61","adr",2017-08-30,"1","3","ho1","NA","ho1","hi","op","NA",3,2,7,"800187","2017","9","21","ho1","NA",12,0,12,1,1,14,"mc",14,14,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,13
"160","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800655","2017","9","29","ho3","NA",0,6,6,1,0,7,"",7,7,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"161","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800656","2017","9","29","ho3","NA",10,0,10,0,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"162","howe","200186","65","adr",2017-08-30,"5","3","ho5","NA","ho5","hi","op","NA",1,1,9,"800190","2017","9","21","ho5","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"163","howe","200255","89","adr",2017-09-07,"10","4","ho10","ho29","ho29","hi","op","op ",3,0,8,"800673","2017","9","29","ho10","ho29",10,0,10,0,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"164","howe","200255","89","adr",2017-09-07,"10","4","ho10","ho29","ho29","hi","op","op ",3,0,8,"800674","2017","9","29","ho10","ho29",4,0,4,6,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,4
"165","howe","200199","69","adr",2017-09-07,"9","4","ho9","NA","ho9","hi","hp","NA",5,1,16,"800675","2017","9","29","ho9","NA",2,1,3,8,0,11,"",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,3
"166","howe","200237","83","adr",2017-09-07,"7","4","ho7","ho23","ho23","hi","hp","nt",1,1,11,"800647","2017","9","29","ho7","ho23",2,2,4,5,1,10,"mc",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,5
"167","howe","200179","63","adr",2017-09-07,"3","4","ho3","NA","ho3","hi","hp","NA",12,5,23,"800648","2017","9","29","ho3","NA",10,0,10,0,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"168","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800329","2017","9","13","ho11","NA",6,0,6,0,5,11,"ar",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"169","howe","200225","78","adr",2017-09-07,"12","4","ho12","ho18","ho18","hi","hp","hp",4,2,19,"800670","2017","9","29","ho12","ho18",6,0,6,4,0,10,"",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"170","howe","200224","78","adr",2017-08-30,"12","3","ho12","ho18","ho18","hi","hp","hp",1,1,3,"800285","2017","9","21","ho12","ho18",9,0,9,2,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,9
"171","howe","200251","88","adr",2017-09-07,"13","4","ho13","ho28","ho28","hi","hp","op ",5,0,17,"800638","2017","9","28","ho13","ho28",6,0,6,2,0,8,"mc",8,8,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,6
"172","howe","200183","64","adr",2017-09-07,"4","4","ho4","NA","ho4","hi","op","NA",4,7,11,"800644","2017","9","28","ho4","NA",3,0,3,7,0,10,"mc",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,3
"173","howe","200183","64","adr",2017-09-07,"4","4","ho4","NA","ho4","hi","op","NA",4,7,11,"800645","2017","9","28","ho4","NA",5,5,10,1,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"174","howe","200254","89","adr",2017-08-30,"10","3","ho10","ho29","ho29","hi","op","op ",1,0,8,"800671","2017","9","29","ho10","ho29",5,6,11,0,0,11,"",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"175","howe","200183","64","adr",2017-09-07,"4","4","ho4","NA","ho4","hi","op","NA",4,7,11,"800643","2017","9","28","ho4","NA",5,3,8,3,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,8
"176","howe","200170","61","adr",2017-08-30,"1","3","ho1","NA","ho1","hi","op","NA",3,2,7,"800189","2017","9","21","ho1","NA",11,0,11,1,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"177","howe","200251","88","adr",2017-09-07,"13","4","ho13","ho28","ho28","hi","hp","op ",5,0,17,"800639","2017","9","28","ho13","ho28",0,0,0,12,0,12,"mc",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,0
"178","howe","200191","66","adr",2017-09-07,"6","4","ho6","NA","ho6","hi","op","nt",1,0,8,"800646","2017","9","29","ho6","NA",1,0,1,8,0,9,"mc",9,9,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,1
"179","howe","200170","61","adr",2017-08-30,"1","3","ho1","NA","ho1","hi","op","NA",3,2,7,"800188","2017","9","21","ho1","NA",15,0,15,0,0,15,"mc",15,15,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,15
"180","howe","200213","74","adr",2017-09-07,"14","4","ho14","NA","ho14","hi","hp","NA",2,0,5,"800641","2017","9","28","ho14","NA",1,0,1,10,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,1
"181","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800333","2017","9","13","ho11","NA",5,0,5,8,0,13,"ar",13,13,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,5
"182","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800330","2017","9","13","ho11","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"183","howe","200251","88","adr",2017-09-07,"13","4","ho13","ho28","ho28","hi","hp","op ",5,0,17,"800640","2017","9","28","ho13","ho28",4,0,4,7,0,11,"mc",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,4
"184","howe","200183","64","adr",2017-09-07,"4","4","ho4","NA","ho4","hi","op","NA",4,7,11,"800642","2017","9","28","ho4","NA",9,0,9,1,0,10,"mc",10,10,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,9
"185","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800334","2017","9","13","ho11","NA",11,1,12,0,0,12,"ar",12,12,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,12
"186","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800332","2017","9","13","ho11","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,10
"187","howe","200202","71","kmf",2017-08-12,"11","1","ho11","NA","ho11","hi","hp","NA",6,7,12,"800331","2017","9","13","ho11","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Stevens","southwest",20.23,45.48410794,-96.21506241,"restoration","Howe",68.7,11
"188","nelson","200295","100","kmf",2017-08-19,"10","2","ne10","NA","ne10","hi","op","NA",5,5,10,"800146","2017","9","12","ne10","NA",0,0,0,0,8,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"189","nelson","200295","100","kmf",2017-08-19,"10","2","ne10","NA","ne10","hi","op","NA",5,5,10,"800148","2017","9","12","ne10","NA",11,0,11,0,1,12,"mc",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,12
"190","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800467","2017","9","19","ne15","ne24",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"191","nelson","200306","103","kmf",2017-08-31,"13","3","ne13","NA","ne13","hi","hp","nt",1,5,7,"800414","2017","9","19","ne13","NA",9,1,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"192","nelson","200263","92","kmf",2017-08-19,"2","2","ne2","NA","ne2","hi","op","NA",1,11,20,"800142","2017","9","12","ne2","NA",11,0,11,2,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"193","nelson","200295","100","kmf",2017-08-19,"10","2","ne10","NA","ne10","hi","op","NA",5,5,10,"800147","2017","9","12","ne10","NA",13,0,13,0,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,13
"194","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800479","2017","9","19","ne11","NA",9,0,9,0,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"195","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800480","2017","9","19","ne11","NA",6,0,6,5,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,6
"196","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800481","2017","9","19","ne11","NA",5,0,5,4,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,5
"197","nelson","200309","104","kmf",2017-08-19,"14","2","ne14","NA","ne14","hi","op","NA",1,3,22,"800144","2017","9","12","ne14","NA",12,0,12,1,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,12
"198","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800470","2017","9","19","ne15","ne24",9,1,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"199","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800471","2017","9","19","ne15","ne24",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
