,plot,pollID,uniqueID,observer,plantposition,og.plantposition,trmnt,prevtrmnt,flowers,wither_flow,frt_removed,notes.x,eventID
200370,low,200056,20,adr,br20,br20,hp,NA,3,1,7,has rd1 frt,100013
200371,low,200060,21,adr,br21,br21,nt,NA,0,0,0,,100013
200372,low,200062,22,adr,br22,br22,hp,NA,0,0,6,no rd1 frt,100013
200373,low,200064,23,adr,br23,br23,op,NA,1,11,24,,100013
200374,low,200068,24,adr,br24,br24,op,NA,0,2,7,has rd1 frt; sick looking,100013
200375,low,200070,25,adr,br25,br25,hp,nt,2,2,10,swapped from nt to hp,100013
200376,low,200072,26,adr,br26,br26,nt,hp,0,0,3,swapped from hp to nt,100013
200377,low,200074,27,adr,br27,br27,op,NA,4,4,33,,100013
200378,low,200076,28,adr,br28,br28,nt,NA,0,0,0,,100013
200379,low,200078,29,adr,br29,br29,nt,NA,0,1,1,,100013
200380,low,200080,30,adr,br30,br30,op,NA,0,0,3,no rd1 fruit,100013
200381,hi,200035,12,adr,br12,br12,nt,NA,0,0,2,,100013
200382,hi,200038,14,adr,br14,br14,nt,NA,0,6,12,,100013
200383,hi,200042,15,adr,br15,br15,op,NA,0,1,10,has rd1 frt,100013
200384,hi,200699,241,adr,br2,br2,hp,NA,3,5,4,replaced; pref marked as 2 flowers but notes indicated painted later,100013
200385,hi,200702,242,adr,br4,br4,op,NA,1,3,42,replaced,100013
200386,hi,200705,243,adr,br9,br9,hp,NA,3,1,17,replaced,100013
200387,hi,200706,243,adr,br13,br13,hp,NA,2,0,6,replaced,100013
200388,hi,200027,10,adr,br10,br10,hp,NA,0,1,3,herbivory?,100013
200389,hi,200031,11,adr,br11,br11,hp,NA,0,7,27,herbivory?,100013
200390,hi,200022,8,adr,br8,br8,op,NA,0,2,2,has rd1 frt,100013
200391,hi,200521,181,kmf,st1,st1,op,NA,2,1,8,,100014
200392,hi,200533,184,kmf,st4,st4,hp,NA,1,5,10,,100014
200393,hi,200537,185,kmf,st5,st5,hp,NA,0,5,4,replaced 8/22,100014
200394,hi,200525,182,kmf,st2,st2,hp,NA,7,6,11,,100014
200395,hi,200529,183,kmf,st3,st3,nt,NA,0,0,0,,100014
200396,low,200573,196,kmf,st16,st16,hp,NA,0,26,18,some paint visible,100014
200397,low,200577,197,kmf,st17,st17,hp,NA,3,2,19,no paint,100014
200398,low,200579,198,kmf,st18,st18,op,NA,0,6,6,,100014
200399,low,200583,199,kmf,st19,st19,op,NA,0,2,11,herbivory,100014
200400,low,200585,200,kmf,st20,st20,nt,NA,1,0,8,,100014
200401,low,200587,201,kmf,st21,st21,nt,NA,3,4,8,,100014
200402,low,200589,202,kmf,st22,st22,hp,NA,1,2,11,herbivory,100014
200403,low,200591,203,kmf,st23,st23,hp,NA,5,2,4,,100014
200404,low,200595,204,kmf,st24,st24,nt,NA,0,0,3,,100014
200405,low,200597,205,kmf,st25,st25,op,NA,2,2,3,,100014
200406,low,200601,206,kmf,st26,st26,op,NA,0,2,12,,100014
200407,low,200603,207,kmf,st27,st27,nt,NA,0,2,19,,100014
200408,low,200605,208,kmf,st28,st28,op,NA,0,2,15,,100014
200409,low,200607,209,kmf,st29,st29,nt,NA,0,5,14,,100014
200410,low,200609,210,kmf,st30,st30,hp,NA,0,3,5,,100014
200411,hi,200551,189,kmf,st9,st9,hp,NA,7,2,29,no paint,100014
200412,hi,200555,190,kmf,st10,st10,nt,NA,0,2,6,,100014
200413,hi,200557,191,kmf,st11,st11,op,NA,5,7,11,,100014
200414,hi,200561,192,kmf,st12,st12,nt,NA,0,1,2,,100014
200415,hi,200563,193,kmf,st13,st13,op,NA,0,16,17,,100014
200416,hi,200567,194,kmf,st14,st14,nt,NA,0,1,4,,100014
200417,hi,200569,195,kmf,st15,st15,hp,NA,7,2,1,no paint,100014
200418,hi,200545,187,kmf,st7,st7,op,NA,0,0,10,,100014
200419,hi,200549,188,kmf,st8,st8,nt,NA,3,1,11,,100014
200420,hi,200541,186,kmf,st6,st6,op,NA,0,2,25,,100014
200421,hi,200611,211,adr,wo1,wo1,op,NA,1,0,3,,100015
200422,hi,200623,214,adr,wo4,wo4,nt,NA,0,1,4,,100015
200423,hi,200625,215,adr,wo5,wo5,hp,NA,1,3,6,,100015
200424,hi,200615,212,adr,wo2,wo2,nt,NA,2,5,2,,100015
200425,hi,200619,213,adr,wo3,wo3,hp,NA,6,23,27,,100015
200426,low,200665,226,adr,wo16,wo16,hp,NA,2,5,43,,100015
200427,low,200669,227,adr,wo17,wo17,nt,NA,1,1,3,,100015
200428,low,200671,228,adr,wo18,wo18,hp,NA,0,0,19,,100015
200429,low,200673,229,adr,wo19,wo19,nt,NA,1,0,5,,100015
200430,low,200676,231,adr,wo21,wo21,nt,NA,0,0,2,,100015
200431,low,200678,232,adr,wo22,wo22,hp,NA,7,1,25,,100015
200432,low,200682,233,adr,wo23,wo23,nt,NA,0,2,4,,100015
200433,low,200684,234,adr,wo24,wo24,op,NA,4,3,23,,100015
200434,low,200686,235,adr,wo25,wo25,op,NA,1,0,3,,100015
200435,low,200688,236,adr,wo26,wo26,op,NA,2,1,25,,100015
200436,low,200690,237,adr,wo27,wo27,op,NA,0,3,21,,100015
200437,low,200692,238,adr,wo28,wo28,hp,NA,3,3,18,,100015
200438,low,200694,239,adr,wo29,wo29,hp,NA,2,2,14,,100015
200439,low,200698,240,adr,wo30,wo30,op,NA,0,2,13,,100015
200440,low,200720,252,adr,wo20,wo20,nt,NA,1,1,2,replaced,100015
200441,hi,200641,219,adr,wo9,wo9,nt,NA,1,1,6,,100015
200442,hi,200645,220,adr,wo10,wo10,hp,NA,1,2,12,bee visit,100015
200443,hi,200649,221,adr,wo11,wo11,nt,NA,1,0,1,,100015
200444,hi,200651,222,adr,wo12,wo12,op,NA,4,0,16,,100015
200445,hi,200655,223,adr,wo13,wo13,op,NA,0,1,3,,100015
200446,hi,200659,224,adr,wo14,wo14,op,NA,0,1,5,,100015
200447,hi,200663,225,adr,wo15,wo15,op,NA,5,0,13,,100015
200448,hi,200633,217,adr,wo7,wo7,nt,NA,0,2,3,,100015
200449,hi,200637,218,adr,wo8,wo8,hp,NA,1,2,12,,100015
200450,hi,200629,216,adr,wo6,wo6,hp,NA,0,3,28,,100015
200451,hi,200436,151,adr,si1,si1,nt,NA,1,0,0,,100016
200452,hi,200444,154,adr,si4,si4,op,NA,0,0,14,,100016
200453,hi,200448,155,adr,si5,si5,op,NA,1,7,22,,100016
200454,hi,200438,152,adr,si2,si2,nt,NA,0,1,2,,100016
200455,hi,200440,153,adr,si3,si3,hp,NA,2,1,60,,100016
200456,low,200488,166,adr,si16,si16,nt,hp,1,1,4,,100016
200457,low,200490,167,adr,si17,si17,hp,nt,3,7,20,,100016
200458,low,200492,168,adr,si18,si18,op,NA,1,3,0,,100016
200459,low,200497,170,adr,si20,si20,hp,NA,1,21,49,,100016
200460,low,200501,171,adr,si21,si21,hp,NA,2,22,44,,100016
200461,low,200505,172,adr,si22,si22,hp,NA,0,1,7,,100016
200462,low,200507,173,adr,si23,si23,op,NA,8,5,18,,100016
200463,low,200511,174,adr,si29,si24,nt,op,0,0,0,replaced w/ si24,100016
200464,low,200513,175,adr,si25,si25,op,NA,0,8,25,,100016
200465,low,200519,180,adr,si30,si30,op,NA,0,1,0,,100016
200466,low,200715,247,adr,si19,si19,nt,NA,2,0,4,replaced,100016
200467,low,200716,248,adr,si24,si24,hp,NA,0,0,5,replaced,100016
200468,low,200717,249,adr,si26,si26,op,NA,0,0,2,replaced,100016
200469,low,200718,250,adr,si27,si27,nt,NA,0,0,0,replaced,100016
200470,low,200719,251,adr,si28,si28,nt,NA,0,0,7,replaced,100016
200471,hi,200462,159,adr,si9,si9,hp,NA,2,8,34,,100016
200472,hi,200466,160,adr,si10,si10,hp,NA,0,14,35,,100016
200473,hi,200470,161,adr,si11,si11,nt,NA,1,1,13,,100016
200474,hi,200474,162,adr,si12,si12,nt,NA,1,2,25,,100016
200475,hi,200478,163,adr,si13,si13,op,NA,0,2,25,,100016
200476,hi,200480,164,adr,si14,si14,op,NA,3,6,40,,100016
200477,hi,200484,165,adr,si15,si15,nt,NA,1,2,15,,100016
200478,hi,200456,157,adr,si7,si7,hp,NA,0,0,24,,100016
200479,hi,200458,158,adr,si8,si8,op,NA,2,9,69,,100016
200480,hi,200452,156,adr,si6,si6,hp,NA,5,8,23,,100016
200481,hi,200082,31,kmf,gr1,gr1,op,NA,2,5,37,,100017
200482,hi,200092,34,kmf,gr4,gr4,op,NA,0,8,36,,100017
200483,hi,200096,35,kmf,gr5,gr5,hp,NA,3,19,20,,100017
200484,hi,200086,32,kmf,gr2,gr2,hp,NA,3,5,20,,100017
200485,hi,200090,33,kmf,gr3,gr3,op,NA,0,1,20,,100017
200486,low,200129,46,kmf,gr16,gr16,op,NA,0,6,14,,100017
200487,low,200133,47,kmf,gr17,gr17,nt,NA,1,3,12,,100017
200488,low,200135,48,kmf,gr18,gr18,op,NA,4,1,18,,100017
200489,low,200139,49,kmf,gr19,gr19,hp,NA,1,1,22,,100017
200490,low,200141,50,kmf,gr20,gr20,nt,NA,1,0,0,,100017
200491,low,200143,51,kmf,gr21,gr21,op,NA,0,19,22,,100017
200492,low,200145,52,kmf,gr22,gr22,hp,NA,1,5,17,,100017
200493,low,200147,53,kmf,gr23,gr23,hp,NA,1,1,9,,100017
200494,low,200149,54,kmf,gr24,gr24,nt,NA,1,1,8,,100017
200495,low,200153,55,kmf,gr25,gr25,op,NA,0,3,20,,100017
200496,low,200155,56,kmf,gr26,gr26,hp,NA,0,3,18,,100017
200497,low,200157,57,kmf,gr27,gr27,op,NA,5,2,22,,100017
200498,low,200161,58,kmf,gr28,gr28,nt,NA,0,1,0,,100017
200499,low,200163,59,kmf,gr29,gr29,hp,NA,1,7,36,,100017
200500,low,200167,60,kmf,gr30,gr30,nt,NA,3,2,15,,100017
200501,hi,200108,39,kmf,gr9,gr9,op,NA,2,6,19,,100017
200502,hi,200112,40,kmf,gr10,gr10,op,NA,0,1,7,,100017
200503,hi,200114,41,kmf,gr11,gr11,hp,NA,5,15,26,,100017
200504,hi,200119,43,kmf,gr13,gr13,nt,NA,1,3,16,,100017
200505,hi,200123,44,kmf,gr14,gr14,hp,NA,4,8,12,,100017
200506,hi,200127,45,kmf,gr15,gr15,nt,NA,2,5,8,,100017
200507,hi,200709,245,kmf,gr12,gr12,nt,NA,0,2,11,,100017
200508,hi,200102,37,kmf,gr7,gr7,hp,NA,2,8,15,,100017
200509,hi,200106,38,kmf,gr8,gr8,nt,NA,0,5,9,,100017
200510,hi,200100,36,kmf,gr6,gr6,nt,NA,2,2,3,,100017
200511,hi,200169,61,kmf,ho1,ho1,op,NA,1,3,19,2 lfwp,100018
200512,hi,200181,64,kmf,ho4,ho4,op,NA,0,0,0,1 lfwp,100018
200513,hi,200185,65,kmf,ho5,ho5,op,NA,2,6,15,4fwp,100018
200514,hi,200173,62,kmf,ho2,ho2,op,NA,0,1,17,1fwp,100018
200515,hi,200177,63,kmf,ho3,ho3,hp,NA,0,1,34,,100018
200516,low,200219,76,kmf,ho16,ho16,op,NA,0,12,41,2fwp,100018
200517,low,200221,77,kmf,ho17,ho17,hp,NA,0,6,12,3fwp,100018
200518,low,200223,78,kmf,ho18,ho18,hp,NA,0,1,12,1fwp//1 lfwp,100018
200519,low,200227,79,kmf,ho19,ho19,hp,NA,0,5,15,2fwp,100018
200520,low,200229,80,kmf,ho20,ho20,hp,NA,0,8,23,1fwp,100018
200521,low,200231,81,kmf,ho21,ho21,op,NA,2,1,6,3fwp,100018
200522,low,200233,82,kmf,ho22,ho22,nt,NA,1,3,5,,100018
200523,low,200235,83,kmf,ho23,ho23,nt,NA,2,0,15,,100018
200524,low,200239,84,kmf,ho24,ho24,nt,NA,1,2,0,,100018
200525,low,200241,85,kmf,ho25,ho25,hp,NA,0,1,9,3fwp,100018
200526,low,200243,86,kmf,ho26,ho26,nt,NA,2,8,9,,100018
200527,low,200245,87,kmf,ho27,ho27,nt,NA,0,4,7,,100018
200528,low,200249,88,kmf,ho28,ho28,op,NA,0,7,15,6 lfwp,100018
200529,low,200253,89,kmf,ho29,ho29,op,NA,1,2,2,5fwp//1 lfwp,100018
200530,low,200257,90,kmf,ho30,ho30,op,NA,0,1,21,3fwp//2 lfwp,100018
200531,hi,200197,69,kmf,ho9,ho9,hp,NA,0,12,25,,100018
200532,hi,200201,70,kmf,ho10,ho10,nt,NA,0,0,16,,100018
200533,hi,200203,71,kmf,ho11,ho11,hp,NA,0,3,14,6fwp,100018
200534,hi,200207,72,kmf,ho12,ho12,hp,NA,0,3,24,2fwp,100018
200535,hi,200209,73,kmf,ho13,ho13,nt,NA,0,4,24,,100018
200536,hi,200211,74,kmf,ho14,ho14,hp,NA,1,15,14,3fwp,100018
200537,hi,200215,75,kmf,ho15,ho15,nt,NA,0,22,32,,100018
200538,hi,200193,67,kmf,ho7,ho7,nt,NA,0,0,10,,100018
200539,hi,200195,68,kmf,ho8,ho8,op,NA,0,8,6,2fwp,100018
200540,hi,200189,66,kmf,ho6,ho6,nt,NA,1,10,20,,100018
200541,hi,200178,63,adr,ho3,ho3,hp,NA,0,0,1,,100019
200542,hi,200170,61,adr,ho1,ho1,op,NA,3,2,7,,100019
200543,hi,200174,62,adr,ho2,ho2,op,NA,0,0,1,,100019
200544,hi,200198,69,adr,ho9,ho9,hp,NA,5,2,13,,100019
200545,hi,200204,71,adr,ho11,ho11,hp,NA,1,0,3,,100019
200546,hi,200212,74,adr,ho14,ho14,hp,NA,3,0,15,1 rd 1 frt pulled= 11/11 or 12/12,100019
200547,hi,200216,75,adr,ho15,ho15,hp,nt,4,0,10,,100019
200548,hi,200224,78,adr,ho12,ho18,hp,hp,1,1,3,ho18 rd1/2,100019
200549,hi,200236,83,adr,ho7,ho23,hp,nt,3,0,6,ho23 rd1/2,100019
200550,hi,200246,87,adr,ho8,ho27,op,NA,0,0,7,,100019
200551,hi,200250,88,adr,ho13,ho28,hp,op ,2,1,8,ho28 rd1/2,100019
200552,hi,200254,89,adr,ho10,ho29,op,op ,1,0,8,ho29 rd1/2,100019
200553,hi,200182,64,adr,ho4,ho4,op,NA,0,0,0,,100019
200554,hi,200186,65,adr,ho5,ho5,op,NA,1,1,9,,100019
200555,hi,200190,66,adr,ho6,ho6,op,nt,3,1,8,,100019
200556,hi,200358,123,kmf,ru3,ru3,op,nt,3,2,7,,100020
200557,hi,200350,121,kmf,ru1,ru1,op,nt,0,3,15,check rudningen labels!!!,100020
200558,hi,200354,122,kmf,ru2,ru2,hp,NA,2,11,14,had dbl labeling,100020
200559,hi,200375,128,kmf,ru8,ru8,op,NA,0,1,9,had dbl labeling,100020
200560,hi,200379,129,kmf,ru9,ru9,op,NA,2,3,8,,100020
200561,hi,200383,130,kmf,ru10,ru10,op,NA,2,4,14,,100020
200562,hi,200387,131,kmf,ru11,ru11,hp,nt,3,2,6,,100020
200563,hi,200391,132,kmf,ru12,ru12,op,NA,2,3,8,had dbl labeling,100020
200564,hi,200395,133,kmf,ru13,ru13,hp,NA,5,6,33,had dbl labeling,100020
200565,hi,200401,135,kmf,ru15,ru15,op,op,2,0,15,,100020
200566,hi,200427,147,kmf,ru14,ru27,hp,NA,3,7,27,,100020
200567,hi,200713,246,kmf,ru5,ru5,hp,NA,2,0,10,,100020
200568,hi,200362,124,kmf,ru4,ru4,hp,nt,3,5,14,,100020
200569,hi,200367,126,kmf,ru6,ru6,hp,NA,1,5,13,,100020
200570,hi,200371,127,kmf,ru7,ru7,hp,NA,0,7,9,,100020
200571,hi,200093,34,adr,gr4,gr4,op,NA,1,0,10,,100021
200572,hi,200083,31,adr,gr1,gr1,op,NA,0,0,6,,100021
200573,hi,200087,32,adr,gr2,gr2,hp,NA,0,0,3,,100021
200574,hi,200115,41,adr,gr11,gr11,hp,NA,0,3,22,,100021
200575,hi,200120,43,adr,gr13,gr13,op,nt,1,0,12,,100021
200576,hi,200124,44,adr,gr14,gr14,hp,NA,2,1,14,,100021
200577,hi,200130,46,adr,gr6,gr16,op,op,1,0,3,,100021
200578,hi,200136,48,adr,gr8,gr18,hp,op,0,1,4,,100021
200579,hi,200150,54,adr,gr3,gr24,hp,nt,2,0,1,,100021
200580,hi,200158,57,adr,gr10,gr27,op,op,0,0,2,,100021
200581,hi,200164,59,adr,gr15,gr29,hp,nt,4,0,1,,100021
200582,hi,200710,245,adr,gr12,gr12,op,nt,0,0,6,,100021
200583,hi,200097,35,adr,gr5,gr5,hp,NA,0,0,15,,100021
200584,hi,200103,37,adr,gr7,gr7,hp,NA,0,0,9,,100021
200585,hi,200109,39,adr,gr9,gr9,op,NA,0,0,6,,100021
200586,hi,200620,213,kmf,wo3,wo3,hp,NA,6,7,3,,100022
200587,hi,200612,211,kmf,wo1,wo1,op,NA,2,0,2,,100022
200588,hi,200616,212,kmf,wo2,wo2,op,nt,1,6,13,,100022
200589,hi,200638,218,kmf,wo8,wo8,hp,NA,1,0,1,,100022
200590,hi,200642,219,kmf,wo9,wo9,op,nt,1,3,0,,100022
200591,hi,200646,220,kmf,wo10,wo10,hp,NA,0,1,1,,100022
200592,hi,200652,222,kmf,wo12,wo12,op,NA,2,5,4,,100022
200593,hi,200656,223,kmf,wo13,wo13,op,NA,0,3,2,,100022
200594,hi,200660,224,kmf,wo14,wo14,op,NA,6,7,6,,100022
200595,hi,200666,226,kmf,wo15,wo16,hp,hp,7,6,9,,100022
200596,hi,200679,232,kmf,wo11,wo22,op,nt,5,12,2,,100022
200597,hi,200695,239,kmf,wo4,wo29,hp,hp,3,1,5,,100022
200598,hi,200626,215,kmf,wo5,wo5,hp,NA,4,3,19,,100022
200599,hi,200630,216,kmf,wo6,wo6,hp,NA,4,0,7,,100022
200600,hi,200634,217,kmf,wo7,wo7,hp,nt,1,3,5,,100022
200601,hi,200449,155,adr,si5,si5,op,NA,2,3,5,,100023
200602,hi,200441,153,adr,si3,si3,hp,NA,3,3,8,,100023
200603,hi,200445,154,adr,si4,si4,op,NA,1,4,10,,100023
200604,hi,200467,160,adr,si10,si10,hp,hp,1,3,15,,100023
200605,hi,200471,161,adr,si11,si11,hp,nt,0,0,6,,100023
200606,hi,200475,162,adr,si12,si12,hp,nt,0,0,5,,100023
200607,hi,200481,164,adr,si14,si14,op,NA,0,0,5,,100023
200608,hi,200485,165,adr,si15,si15,op,nt,0,0,8,,100023
200609,hi,200493,168,adr,si1,si18,op,op,2,3,1,,100023
200610,hi,200498,170,adr,si7,si20,hp,hp,2,9,9,,100023
200611,hi,200502,171,adr,si2,si21,hp,hp,3,5,6,,100023
200612,hi,200508,173,adr,si13,si23,op,op,2,3,6,,100023
200613,hi,200453,156,adr,si6,si6,hp,NA,2,3,11,,100023
200614,hi,200459,158,adr,si8,si8,op,op,1,2,19,,100023
200615,hi,200463,159,adr,si9,si9,hp,hp,1,2,5,,100023
200616,hi,200013,5,kmf,br5,br5,op,nt,4,1,8,,100024
200617,hi,200003,1,kmf,br1,br1,op,NA,2,2,6,,100024
200618,hi,200008,3,kmf,br3,br3,hp,NA,3,4,22,possibly herbivory,100024
200619,hi,200032,11,kmf,br11,br11,hp,NA,7,1,28,,100024
200620,hi,200039,14,kmf,br14,br14,op,nt,3,4,18,,100024
200621,hi,200043,15,kmf,br15,br15,op,NA,3,3,2,,100024
200622,hi,200053,19,kmf,br13,br19,hp,hp,1,1,4,br19 rd1/2,100024
200623,hi,200057,20,kmf,br6,br20,hp,hp,3,5,16,br20 rd1/2,100024
200624,hi,200065,23,kmf,br12,br23,hp,op,1,1,14,br23 OP rd1/2,100024
200625,hi,200700,241,kmf,br2,br2,hp,NA,1,0,7,replaced rd2,100024
200626,hi,200703,242,kmf,br4,br4,op,NA,2,2,15,,100024
200627,hi,200707,243,kmf,br9,br9,hp,NA,4,2,17,,100024
200628,hi,200019,7,kmf,br7,br7,op,NA,3,1,18,,100024
200629,hi,200023,8,kmf,br8,br8,op,NA,6,8,7,,100024
200630,hi,200028,10,kmf,br10,br10,hp,NA,5,1,6,,100024
200631,hi,200268,93,kmf,ne3,ne3,hp,NA,3,9,26,,100025
200632,hi,200260,91,kmf,ne1,ne1,hp,NA,0,4,19,Check if any replaced; yellow,100025
200633,hi,200264,92,kmf,ne2,ne2,op,NA,0,4,33,,100025
200634,hi,200284,97,kmf,ne7,ne7,hp,NA,0,3,14,,100025
200635,hi,200288,98,kmf,ne8,ne8,op,NA,0,3,11,,100025
200636,hi,200292,99,kmf,ne9,ne9,op,NA,0,3,11,,100025
200637,hi,200296,100,kmf,ne10,ne10,op,NA,2,2,21,,100025
200638,hi,200300,101,kmf,ne11,ne11,hp,nt,7,8,17,,100025
200639,hi,200306,103,kmf,ne13,ne13,hp,nt,1,5,7,,100025
200640,hi,200310,104,kmf,ne14,ne14,op,NA,0,4,26,,100025
200641,hi,200332,114,kmf,ne15,ne24,hp,op,10,3,21,,100025
200642,hi,200346,120,kmf,ne12,ne30,op,hp,3,0,1,,100025
200643,hi,200272,94,kmf,ne4,ne4,op,nt,1,6,8,,100025
200644,hi,200276,95,kmf,ne5,ne5,hp,NA,0,0,12,,100025
200645,hi,200280,96,kmf,ne6,ne6,hp,NA,2,2,24,,100025
200646,hi,200530,183,adr,st3,st3,op,nt,1,1,3,,100026
200647,hi,200522,181,adr,st1,st1,op,NA,0,2,2,,100026
200648,hi,200526,182,adr,st2,st2,hp,NA,1,1,6,,100026
200649,hi,200546,187,adr,st7,st7,op,NA,5,5,11,,100026
200650,hi,200552,189,adr,st9,st9,hp,NA,3,3,11,,100026
200651,hi,200558,191,adr,st11,st11,op,NA,2,1,14,,100026
200652,hi,200564,193,adr,st13,st13,op,NA,2,0,24,,100026
200653,hi,200570,195,adr,st15,st15,hp,NA,0,0,14,,100026
200654,hi,200574,196,adr,st12,st16,hp,hp,4,0,39,,100026
200655,hi,200580,198,adr,st8,st18,op,op,10,9,11,,100026
200656,hi,200592,203,adr,st14,st23,hp,hp,6,3,6,,100026
200657,hi,200598,205,adr,st10,st25,hp,op,1,3,10,,100026
200658,hi,200534,184,adr,st4,st4,hp,NA,0,2,8,,100026
200659,hi,200538,185,adr,st5,st5,hp,NA,0,0,2,,100026
200660,hi,200542,186,adr,st6,st6,op,NA,0,0,7,,100026
200661,hi,200509,173,adr,si13,si23,op,NA,2,1,10,,100027
200662,hi,200464,159,adr,si9,si9,hp,NA,4,1,3,,100027
200663,hi,200468,160,adr,si10,si10,hp,NA,1,3,10,,100027
200664,hi,200472,161,adr,si11,si11,hp,NA,4,1,8,,100027
200665,hi,200476,162,adr,si12,si12,hp,NA,0,0,1,,100027
200666,hi,200482,164,adr,si14,si14,op,NA,1,0,2,,100027
200667,hi,200486,165,adr,si15,si15,op,NA,2,1,4,,100027
200668,hi,200494,168,adr,si1,si18,op,NA,0,3,11,,100027
200669,hi,200499,170,adr,si7,si20,hp,NA,9,7,48,,100027
200670,hi,200503,171,adr,si2,si21,hp,NA,1,11,33,,100027
200671,hi,200442,153,adr,si3,si3,hp,NA,3,0,16,,100027
200672,hi,200446,154,adr,si4,si4,op,NA,11,6,18,,100027
200673,hi,200450,155,adr,si5,si5,op,NA,3,5,7,,100027
200674,hi,200454,156,adr,si6,si6,hp,NA,1,1,12,,100027
200675,hi,200460,158,adr,si8,si8,op,NA,3,1,10,,100027
200676,hi,200708,243,kmf,br9,br9,hp,NA,5,1,5,,100028
200677,hi,200029,10,kmf,br10,br10,hp,NA,3,10,4,,100028
200678,hi,200033,11,kmf,br11,br11,hp,NA,1,7,8,,100028
200679,hi,200040,14,kmf,br14,br14,op,nt,2,3,8,,100028
200680,hi,200044,15,kmf,br15,br15,op,NA,2,7,10,,100028
200681,hi,200054,19,kmf,br13,br19,hp,hp,1,2,9,br19 rd1/2,100028
200682,hi,200058,20,kmf,br6,br20,hp,hp,0,21,12,,100028
200683,hi,200066,23,kmf,br12,br23,hp,op,0,0,2,br23 OP rd1/2,100028
200684,hi,200701,241,kmf,br2,br2,hp,NA,4,1,1,,100028
200685,hi,200704,242,kmf,br4,br4,op,NA,6,6,6,,100028
200686,hi,200004,1,kmf,br1,br1,op,NA,1,3,5,,100028
200687,hi,200009,3,kmf,br3,br3,hp,NA,0,3,8,,100028
200688,hi,200014,5,kmf,br5,br5,op,nt,2,22,16,,100028
200689,hi,200020,7,kmf,br7,br7,op,NA,0,3,1,,100028
200690,hi,200024,8,kmf,br8,br8,op,NA,0,18,19,,100028
200691,hi,200347,120,kmf,ne12,ne30,op,hp,7,18,18,,100029
200692,hi,200281,96,kmf,ne6,ne6,hp,NA,1,4,6,,100029
200693,hi,200285,97,kmf,ne7,ne7,hp,NA,4,7,2,,100029
200694,hi,200289,98,kmf,ne8,ne8,op,NA,4,5,3,,100029
200695,hi,200293,99,kmf,ne9,ne9,op,NA,2,9,5,,100029
200696,hi,200297,100,kmf,ne10,ne10,op,NA,0,3,1,,100029
200697,hi,200301,101,kmf,ne11,ne11,hp,nt,4,14,19,,100029
200698,hi,200307,103,kmf,ne13,ne13,hp,nt,3,4,6,,100029
200699,hi,200311,104,kmf,ne14,ne14,op,NA,0,3,8,,100029
200700,hi,200333,114,kmf,ne15,ne24,hp,op,9,7,22,,100029
200701,hi,200261,91,kmf,ne1,ne1,hp,NA,0,0,4,yellow & blue,100029
200702,hi,200265,92,kmf,ne2,ne2,op,NA,0,0,5,,100029
200703,hi,200269,93,kmf,ne3,ne3,hp,NA,3,10,11,,100029
200704,hi,200273,94,kmf,ne4,ne4,op,nt,0,0,10,,100029
200705,hi,200277,95,kmf,ne5,ne5,hp,NA,0,0,0,,100029
200706,hi,200599,205,adr,st10,st25,hp,op,2,4,7,,100030
200707,hi,200543,186,adr,st6,st6,op,NA,0,4,5,,100030
200708,hi,200547,187,adr,st7,st7,op,NA,3,1,8,,100030
200709,hi,200553,189,adr,st9,st9,hp,NA,1,3,6,,100030
200710,hi,200559,191,adr,st11,st11,op,NA,1,2,6,,100030
200711,hi,200565,193,adr,st13,st13,op,NA,0,1,7,,100030
200712,hi,200571,195,adr,st15,st15,hp,NA,1,0,2,,100030
200713,hi,200575,196,adr,st12,st16,hp,hp,2,1,13,,100030
200714,hi,200581,198,adr,st8,st18,op,op,3,9,37,,100030
200715,hi,200593,203,adr,st14,st23,hp,hp,3,6,11,,100030
200716,hi,200523,181,adr,st1,st1,op,NA,4,0,5,,100030
200717,hi,200527,182,adr,st2,st2,hp,NA,4,9,12,,100030
200718,hi,200531,183,adr,st3,st3,op,nt,2,1,4,,100030
200719,hi,200535,184,adr,st4,st4,hp,NA,1,3,8,,100030
200720,hi,200539,185,adr,st5,st5,hp,NA,0,0,1,,100030
200721,hi,200255,89,adr,ho10,ho29,op,op ,3,0,8,,100031
200722,hi,200191,66,adr,ho6,ho6,op,nt,1,0,8,,100031
200723,hi,200199,69,adr,ho9,ho9,hp,NA,5,1,16,flowers very small maybe sterile,100031
200724,hi,200205,71,adr,ho11,ho11,hp,NA,1,0,0,,100031
200725,hi,200213,74,adr,ho14,ho14,hp,NA,2,0,5,small closed flowers,100031
200726,hi,200217,75,adr,ho15,ho15,hp,nt,0,0,12,,100031
200727,hi,200225,78,adr,ho12,ho18,hp,hp,4,2,19,,100031
200728,hi,200237,83,adr,ho7,ho23,hp,nt,1,1,11,,100031
200729,hi,200247,87,adr,ho8,ho8,op,NA,0,2,21,paint possibly washed off,100031
200730,hi,200251,88,adr,ho13,ho28,hp,op ,5,0,17,abrt rd 3 possibly missing,100031
200731,hi,200171,61,adr,ho1,ho1,op,NA,0,1,10,,100031
200732,hi,200175,62,adr,ho2,ho2,op,NA,2,1,11,,100031
